,X,grid_id,species,distance_bin,n,ID,lat,lon,ele,grid_name,date,start_time,TOD,observers,hab_main
720,687,G28.5,Large billed crow,200.500m,4,108,18.37592997,74.14913898,725.060547,G28,21-12-22,17:03,evening,"TB, PB",grass
721,688,G28.6,Yellow wagtail,10.25m,6,109,18.38024103,74.14740502,726.704712,G28,21-12-22,17:25,evening,"TB, PB",mixed
722,689,G28.6,Indian robin,25.50m,3,109,18.38024103,74.14740502,726.704712,G28,21-12-22,17:25,evening,"TB, PB",mixed
723,690,G28.6,Bay backed shrike ,25.50m,1,109,18.38024103,74.14740502,726.704712,G28,21-12-22,17:25,evening,"TB, PB",mixed
724,691,G28.6,Grey babbler,25.50m,1,109,18.38024103,74.14740502,726.704712,G28,21-12-22,17:25,evening,"TB, PB",mixed
725,692,G28.6,Grey babbler,200.500m,1,109,18.38024103,74.14740502,726.704712,G28,21-12-22,17:25,evening,"TB, PB",mixed
726,693,G28.6,Black drongo,25.50m,1,109,18.38024103,74.14740502,726.704712,G28,21-12-22,17:25,evening,"TB, PB",mixed
727,694,G28.6,Black drongo,200.500m,1,109,18.38024103,74.14740502,726.704712,G28,21-12-22,17:25,evening,"TB, PB",mixed
728,695,G28.6,Red vented bulbul,25.50m,1,109,18.38024103,74.14740502,726.704712,G28,21-12-22,17:25,evening,"TB, PB",mixed
729,696,G28.6,Green bee eater,25.50m,1,109,18.38024103,74.14740502,726.704712,G28,21-12-22,17:25,evening,"TB, PB",mixed
730,697,G28.6,Ashy crowned sparrow lark,50.100m,3,109,18.38024103,74.14740502,726.704712,G28,21-12-22,17:25,evening,"TB, PB",mixed
731,698,G28.7,Black drongo,50.100m,2,110,18.37702003,74.13387302,770.285645,G28,21-12-22,17:50,evening,"TB, PB",grass
732,699,G28.7,Paddyfield pipit,50.100m,6,110,18.37702003,74.13387302,770.285645,G28,21-12-22,17:50,evening,"TB, PB",grass
733,700,G28.7,Grey babbler,50.100m,4,110,18.37702003,74.13387302,770.285645,G28,21-12-22,17:50,evening,"TB, PB",grass
734,701,G28.7,Indian robin,25.50m,1,110,18.37702003,74.13387302,770.285645,G28,21-12-22,17:50,evening,"TB, PB",grass
735,702,G28.8,Grey babbler,25.50m,8,111,18.37385,74.13041499,764.474243,G28,21-12-22,18:05,evening,"TB, PB",grass
736,703,G28.8,Indian robin,10.25m,3,111,18.37385,74.13041499,764.474243,G28,21-12-22,18:05,evening,"TB, PB",grass
737,704,G37.1,Redstart,10.25m,2,112,18.40277804,74.18489199,726.960693,G37,21-12-22,7:01,morning,"TB, PB",cropland
738,705,G37.1,Large billed crow,50.100m,1,112,18.40277804,74.18489199,726.960693,G37,21-12-22,7:01,morning,"TB, PB",cropland
739,706,G37.1,Large billed crow,100.200m,1,112,18.40277804,74.18489199,726.960693,G37,21-12-22,7:01,morning,"TB, PB",cropland
740,707,G37.1,Common myna,50.100m,10,112,18.40277804,74.18489199,726.960693,G37,21-12-22,7:01,morning,"TB, PB",cropland
741,708,G37.1,Rosy starling,25.50m,1,112,18.40277804,74.18489199,726.960693,G37,21-12-22,7:01,morning,"TB, PB",cropland
742,709,G37.1,Rosy starling,50.100m,3,112,18.40277804,74.18489199,726.960693,G37,21-12-22,7:01,morning,"TB, PB",cropland
743,710,G37.1,Black drongo,50.100m,1,112,18.40277804,74.18489199,726.960693,G37,21-12-22,7:01,morning,"TB, PB",cropland
744,711,G37.2,Common myna,25.50m,5,113,18.40099496,74.19110902,711.925964,G37,21-12-22,7:15,morning,"TB, PB",mixed
745,712,G37.2,Brahminy starling,25.50m,6,113,18.40099496,74.19110902,711.925964,G37,21-12-22,7:15,morning,"TB, PB",mixed
746,713,G37.2,Grey babbler,10.25m,2,113,18.40099496,74.19110902,711.925964,G37,21-12-22,7:15,morning,"TB, PB",mixed
747,714,G37.2,Eurasian collared dove,25.50m,1,113,18.40099496,74.19110902,711.925964,G37,21-12-22,7:15,morning,"TB, PB",mixed
748,715,G37.2,Plum headed parakeet,50.100m,2,113,18.40099496,74.19110902,711.925964,G37,21-12-22,7:15,morning,"TB, PB",mixed
749,716,G37.2,Laughing dove,10.25m,2,113,18.40099496,74.19110902,711.925964,G37,21-12-22,7:15,morning,"TB, PB",mixed
750,717,G37.2,Grey francolin,50.100m,1,113,18.40099496,74.19110902,711.925964,G37,21-12-22,7:15,morning,"TB, PB",mixed
751,718,G37.2,Barn swallow,25.50m,2,113,18.40099496,74.19110902,711.925964,G37,21-12-22,7:15,morning,"TB, PB",mixed
752,719,G37.2,Black headed bunting,25.50m,2,113,18.40099496,74.19110902,711.925964,G37,21-12-22,7:15,morning,"TB, PB",mixed
753,720,G37.2,Golden oriole,50.100m,1,113,18.40099496,74.19110902,711.925964,G37,21-12-22,7:15,morning,"TB, PB",mixed
754,721,G37.3,Red vented bulbul,10.25m,2,114,18.39768,74.19107901,709.5401,G37,21-12-22,7:30,morning,"TB, PB",cropland
755,722,G37.3,Bay backed shrike ,10.25m,1,114,18.39768,74.19107901,709.5401,G37,21-12-22,7:30,morning,"TB, PB",cropland
756,723,G37.3,Common myna,50.100m,1,114,18.39768,74.19107901,709.5401,G37,21-12-22,7:30,morning,"TB, PB",cropland
757,724,G37.3,Large billed crow,100.200m,1,114,18.39768,74.19107901,709.5401,G37,21-12-22,7:30,morning,"TB, PB",cropland
758,725,G37.3,Rosy starling,100.200m,1,114,18.39768,74.19107901,709.5401,G37,21-12-22,7:30,morning,"TB, PB",cropland
759,726,G37.3,Long tailed shrike,25.50m,1,114,18.39768,74.19107901,709.5401,G37,21-12-22,7:30,morning,"TB, PB",cropland
760,727,G37.3,Indian silverbill,100.200m,25,114,18.39768,74.19107901,709.5401,G37,21-12-22,7:30,morning,"TB, PB",cropland
761,728,G37.4,Green bee eater,100.200m,3,115,18.38212696,74.19403799,699.865662,G37,21-12-22,7:49,morning,"TB, PB",mixed
762,729,G37.4,Black drongo,50.100m,2,115,18.38212696,74.19403799,699.865662,G37,21-12-22,7:49,morning,"TB, PB",mixed
763,730,G37.4,Black drongo,100.200m,2,115,18.38212696,74.19403799,699.865662,G37,21-12-22,7:49,morning,"TB, PB",mixed
764,731,G37.4,Long tailed shrike,50.100m,1,115,18.38212696,74.19403799,699.865662,G37,21-12-22,7:49,morning,"TB, PB",mixed
765,732,G37.4,Grey babbler,100.200m,1,115,18.38212696,74.19403799,699.865662,G37,21-12-22,7:49,morning,"TB, PB",mixed
766,733,G37.4,Black headed bunting,50.100m,1,115,18.38212696,74.19403799,699.865662,G37,21-12-22,7:49,morning,"TB, PB",mixed
767,734,G37.4,Bay backed shrike ,50.100m,1,115,18.38212696,74.19403799,699.865662,G37,21-12-22,7:49,morning,"TB, PB",mixed
768,735,G37.4,Eurasian collared dove,50.100m,1,115,18.38212696,74.19403799,699.865662,G37,21-12-22,7:49,morning,"TB, PB",mixed
769,736,G37.5,Booted warbler,10.25m,1,116,18.408351,74.19608099,711.069458,G37,21-12-22,8:17,morning,"TB, PB",cropland
770,737,G37.5,Long tailed shrike,10.25m,1,116,18.408351,74.19608099,711.069458,G37,21-12-22,8:17,morning,"TB, PB",cropland
771,738,G37.5,Rose ringed parakeet,50.100m,1,116,18.408351,74.19608099,711.069458,G37,21-12-22,8:17,morning,"TB, PB",cropland
772,739,G37.5,White throated kingfisher,50.100m,1,116,18.408351,74.19608099,711.069458,G37,21-12-22,8:17,morning,"TB, PB",cropland
773,740,G37.5,Red rumped swallow,50.100m,4,116,18.408351,74.19608099,711.069458,G37,21-12-22,8:17,morning,"TB, PB",cropland
774,741,G37.5,Black drongo,100.200m,1,116,18.408351,74.19608099,711.069458,G37,21-12-22,8:17,morning,"TB, PB",cropland
775,742,G37.5,Green bee eater,25.50m,1,116,18.408351,74.19608099,711.069458,G37,21-12-22,8:17,morning,"TB, PB",cropland
776,743,G37.6,Siberian stonechat,25.50m,1,117,18.40478702,74.19654703,710.059692,G37,21-12-22,8:31,morning,"TB, PB",cropland
777,744,G37.6,Booted warbler,10.25m,3,117,18.40478702,74.19654703,710.059692,G37,21-12-22,8:31,morning,"TB, PB",cropland
778,745,G37.6,Red vented bulbul,50.100m,1,117,18.40478702,74.19654703,710.059692,G37,21-12-22,8:31,morning,"TB, PB",cropland
779,746,G37.6,Grey babbler,50.100m,1,117,18.40478702,74.19654703,710.059692,G37,21-12-22,8:31,morning,"TB, PB",cropland
780,747,G37.6,Purple sunbird,5.10m,1,117,18.40478702,74.19654703,710.059692,G37,21-12-22,8:31,morning,"TB, PB",cropland
781,748,G37.6,Red wattled lapwing,50.100m,6,117,18.40478702,74.19654703,710.059692,G37,21-12-22,8:31,morning,"TB, PB",cropland
782,749,G37.6,Whitethroat,5.10m,1,117,18.40478702,74.19654703,710.059692,G37,21-12-22,8:31,morning,"TB, PB",cropland
783,750,G37.6,Common myna,100.200m,2,117,18.40478702,74.19654703,710.059692,G37,21-12-22,8:31,morning,"TB, PB",cropland
784,751,G37.6,Grey breasted prinia,10.25m,2,117,18.40478702,74.19654703,710.059692,G37,21-12-22,8:31,morning,"TB, PB",cropland
785,752,G37.7,Greater coucal,10.25m,1,118,18.40391597,74.192919,715.522705,G37,21-12-22,8:52,morning,"TB, PB",cropland
786,753,G37.7,Black headed bunting,5.10m,2,118,18.40391597,74.192919,715.522705,G37,21-12-22,8:52,morning,"TB, PB",cropland
787,754,G37.7,Pied bushchat,25.50m,1,118,18.40391597,74.192919,715.522705,G37,21-12-22,8:52,morning,"TB, PB",cropland
788,755,G37.7,Rock pigeon,50.100m,4,118,18.40391597,74.192919,715.522705,G37,21-12-22,8:52,morning,"TB, PB",cropland
789,756,G37.7,Plain prinia,25.50m,1,118,18.40391597,74.192919,715.522705,G37,21-12-22,8:52,morning,"TB, PB",cropland
790,757,G37.7,Jungle babbler,50.100m,1,118,18.40391597,74.192919,715.522705,G37,21-12-22,8:52,morning,"TB, PB",cropland
791,758,G37.7,Siberian stonechat,25.50m,2,118,18.40391597,74.192919,715.522705,G37,21-12-22,8:52,morning,"TB, PB",cropland
792,759,G37.7,Booted warbler,25.50m,2,118,18.40391597,74.192919,715.522705,G37,21-12-22,8:52,morning,"TB, PB",cropland
793,760,G37.7,Grey babbler,50.100m,1,118,18.40391597,74.192919,715.522705,G37,21-12-22,8:52,morning,"TB, PB",cropland
794,761,G37.7,Green bee eater,10.25m,1,118,18.40391597,74.192919,715.522705,G37,21-12-22,8:52,morning,"TB, PB",cropland
795,762,G37.8,Long tailed shrike,10.25m,1,119,18.40892499,74.18911404,725.755615,G37,21-12-22,9:16,morning,"TB, PB",mixed
796,763,G37.8,Booted warbler,10.25m,4,119,18.40892499,74.18911404,725.755615,G37,21-12-22,9:16,morning,"TB, PB",mixed
797,764,G37.8,Siberian stonechat,10.25m,1,119,18.40892499,74.18911404,725.755615,G37,21-12-22,9:16,morning,"TB, PB",mixed
798,765,G37.8,Short toed lark,25.50m,1,119,18.40892499,74.18911404,725.755615,G37,21-12-22,9:16,morning,"TB, PB",mixed
799,766,G37.8,Black drongo,25.50m,1,119,18.40892499,74.18911404,725.755615,G37,21-12-22,9:16,morning,"TB, PB",mixed
800,767,G37.8,Black drongo,100.200m,1,119,18.40892499,74.18911404,725.755615,G37,21-12-22,9:16,morning,"TB, PB",mixed
801,768,G37.9,Barn swallow,25.50m,1,120,18.40689699,74.19161,725.529053,G37,21-12-22,9:43,morning,"TB, PB",cropland
802,769,G37.9,Black drongo,100.200m,1,120,18.40689699,74.19161,725.529053,G37,21-12-22,9:43,morning,"TB, PB",cropland
803,770,G37.9,Red headed bunting,100.200m,1,120,18.40689699,74.19161,725.529053,G37,21-12-22,9:43,morning,"TB, PB",cropland
804,771,G37.9,Grey babbler,100.200m,10,120,18.40689699,74.19161,725.529053,G37,21-12-22,9:43,morning,"TB, PB",cropland
805,772,G37.9,Green bee eater,10.25m,1,120,18.40689699,74.19161,725.529053,G37,21-12-22,9:43,morning,"TB, PB",cropland
806,773,G37.9,Green bee eater,100.200m,1,120,18.40689699,74.19161,725.529053,G37,21-12-22,9:43,morning,"TB, PB",cropland
807,774,G37.9,Bay backed shrike ,50.100m,1,120,18.40689699,74.19161,725.529053,G37,21-12-22,9:43,morning,"TB, PB",cropland
808,775,G37.9,Red vented bulbul,100.200m,1,120,18.40689699,74.19161,725.529053,G37,21-12-22,9:43,morning,"TB, PB",cropland
809,776,G37.9,Black headed bunting,50.100m,2,120,18.40689699,74.19161,725.529053,G37,21-12-22,9:43,morning,"TB, PB",cropland
810,777,G37.9,Indian silverbill,50.100m,2,120,18.40689699,74.19161,725.529053,G37,21-12-22,9:43,morning,"TB, PB",cropland
811,778,G37.9,Indian robin,25.50m,1,120,18.40689699,74.19161,725.529053,G37,21-12-22,9:43,morning,"TB, PB",cropland
812,779,G4.1,Plum headed parakeet,50.100m,7,121,18.39343498,73.94505003,853.487732,G4,22-12-22,7:01,morning,"TB, PB",mixed
813,780,G4.1,Common myna,50.100m,3,121,18.39343498,73.94505003,853.487732,G4,22-12-22,7:01,morning,"TB, PB",mixed
814,781,G4.1,Black drongo,50.100m,1,121,18.39343498,73.94505003,853.487732,G4,22-12-22,7:01,morning,"TB, PB",mixed
815,782,G4.1,Black drongo,100.200m,2,121,18.39343498,73.94505003,853.487732,G4,22-12-22,7:01,morning,"TB, PB",mixed
816,783,G4.1,Siberian stonechat,25.50m,1,121,18.39343498,73.94505003,853.487732,G4,22-12-22,7:01,morning,"TB, PB",mixed
817,784,G4.1,Siberian stonechat,50.100m,1,121,18.39343498,73.94505003,853.487732,G4,22-12-22,7:01,morning,"TB, PB",mixed
818,785,G4.1,Brahminy starling,100.200m,3,121,18.39343498,73.94505003,853.487732,G4,22-12-22,7:01,morning,"TB, PB",mixed
819,786,G4.1,Long tailed shrike,100.200m,1,121,18.39343498,73.94505003,853.487732,G4,22-12-22,7:01,morning,"TB, PB",mixed
820,787,G4.1,Grey francolin,50.100m,1,121,18.39343498,73.94505003,853.487732,G4,22-12-22,7:01,morning,"TB, PB",mixed
821,788,G4.2,Pied bushchat,25.50m,1,122,18.39518404,73.94266597,869.254639,G4,22-12-22,7:20,morning,"TB, PB",cropland
822,789,G4.2,Siberian stonechat,25.50m,1,122,18.39518404,73.94266597,869.254639,G4,22-12-22,7:20,morning,"TB, PB",cropland
823,790,G4.2,Eurasian collared dove,25.50m,3,122,18.39518404,73.94266597,869.254639,G4,22-12-22,7:20,morning,"TB, PB",cropland
824,791,G4.2,Common myna,25.50m,2,122,18.39518404,73.94266597,869.254639,G4,22-12-22,7:20,morning,"TB, PB",cropland
825,792,G4.2,Brahminy starling,25.50m,1,122,18.39518404,73.94266597,869.254639,G4,22-12-22,7:20,morning,"TB, PB",cropland
826,793,G4.2,Scaly breasted Munia,10.25m,1,122,18.39518404,73.94266597,869.254639,G4,22-12-22,7:20,morning,"TB, PB",cropland
827,794,G4.2,Laughing dove,25.50m,1,122,18.39518404,73.94266597,869.254639,G4,22-12-22,7:20,morning,"TB, PB",cropland
828,795,G4.2,Laughing dove,50.100m,2,122,18.39518404,73.94266597,869.254639,G4,22-12-22,7:20,morning,"TB, PB",cropland
829,796,G4.2,Tree pipit,50.100m,3,122,18.39518404,73.94266597,869.254639,G4,22-12-22,7:20,morning,"TB, PB",cropland
830,797,G4.2,Crested bunting,25.50m,2,122,18.39518404,73.94266597,869.254639,G4,22-12-22,7:20,morning,"TB, PB",cropland
831,1125,G79.6,Ashy crowned sparrow lark,25.50m,3,173,18.38777301,74.50845097,607.196777,G79,26-12-22,9:07,morning,"TB, AL",grass
832,1126,G79.7,Syke's lark,10.25m,10,174,18.387556,74.505048,615.274475,G79,26-12-22,9:21,morning,"TB, AL",grass
833,1127,G79.7,Siberian stonechat,50.100m,1,174,18.387556,74.505048,615.274475,G79,26-12-22,9:21,morning,"TB, AL",grass
834,1128,G79.7,Black drongo,50.100m,1,174,18.387556,74.505048,615.274475,G79,26-12-22,9:21,morning,"TB, AL",grass
835,1129,G79.7,Black drongo,100.200m,1,174,18.387556,74.505048,615.274475,G79,26-12-22,9:21,morning,"TB, AL",grass
836,1130,G79.7,Eurasian collared dove,50.100m,1,174,18.387556,74.505048,615.274475,G79,26-12-22,9:21,morning,"TB, AL",grass
837,1131,G79.7,Jungle babbler,100.200m,1,174,18.387556,74.505048,615.274475,G79,26-12-22,9:21,morning,"TB, AL",grass
838,1132,G79.7,Laughing dove,50.100m,2,174,18.387556,74.505048,615.274475,G79,26-12-22,9:21,morning,"TB, AL",grass
839,1133,G79.7,Tawny eagle,50.100m,1,174,18.387556,74.505048,615.274475,G79,26-12-22,9:21,morning,"TB, AL",grass
840,1134,G79.7,Red vented bulbul,50.100m,2,174,18.387556,74.505048,615.274475,G79,26-12-22,9:21,morning,"TB, AL",grass
841,1135,G79.7,Great grey shrike,50.100m,1,174,18.387556,74.505048,615.274475,G79,26-12-22,9:21,morning,"TB, AL",grass
842,1136,G79.8,Bay backed shrike ,25.50m,1,175,18.39160597,74.50636304,612.456482,G79,26-12-22,9:40,morning,"TB, AL",grass
843,1137,G79.8,Bay backed shrike ,100.200m,1,175,18.39160597,74.50636304,612.456482,G79,26-12-22,9:40,morning,"TB, AL",grass
844,1138,G79.8,Booted warbler,50.100m,1,175,18.39160597,74.50636304,612.456482,G79,26-12-22,9:40,morning,"TB, AL",grass
845,1139,G79.8,Ashy crowned sparrow lark,50.100m,2,175,18.39160597,74.50636304,612.456482,G79,26-12-22,9:40,morning,"TB, AL",grass
846,1140,G79.8,Syke's lark,50.100m,1,175,18.39160597,74.50636304,612.456482,G79,26-12-22,9:40,morning,"TB, AL",grass
847,1368,G42.1,Black drongo,50.100m,1,219,18.39880904,74.23610399,708,G42,12-12-22,7:05,morning,"TB, VM",cropland
848,1369,G42.1,Ashy prinia,10.25m,1,219,18.39880904,74.23610399,708,G42,12-12-22,7:05,morning,"TB, VM",cropland
849,1370,G42.1,Siberian stonechat,25.50m,1,219,18.39880904,74.23610399,708,G42,12-12-22,7:05,morning,"TB, VM",cropland
850,1371,G42.2,Siberian stonechat,25.50m,1,220,18.39609699,74.23655,706,G42,12-12-22,7:37,morning,"TB, VM",cropland
851,1372,G42.2,Yellow wagtail,10.25m,1,220,18.39609699,74.23655,706,G42,12-12-22,7:37,morning,"TB, VM",cropland
852,1373,G42.2,Desert wheatear,10.25m,1,220,18.39609699,74.23655,706,G42,12-12-22,7:37,morning,"TB, VM",cropland
853,1374,G42.2,Desert wheatear,25.50m,1,220,18.39609699,74.23655,706,G42,12-12-22,7:37,morning,"TB, VM",cropland
854,1375,G42.2,Ashy crowned sparrow lark,25.50m,1,220,18.39609699,74.23655,706,G42,12-12-22,7:37,morning,"TB, VM",cropland
855,1376,G42.3,Green bee eater,25.50m,1,221,18.39283702,74.237845,703,G42,12-12-22,7:58,morning,"TB, VM",cropland
856,1377,G42.3,Black drongo,10.25m,1,221,18.39283702,74.237845,703,G42,12-12-22,7:58,morning,"TB, VM",cropland
857,1378,G42.3,Jungle babbler,50.100m,5,221,18.39283702,74.237845,703,G42,12-12-22,7:58,morning,"TB, VM",cropland
858,1379,G42.3,Common myna,50.100m,3,221,18.39283702,74.237845,703,G42,12-12-22,7:58,morning,"TB, VM",cropland
859,1380,G42.3,Barn swallow,10.25m,4,221,18.39283702,74.237845,703,G42,12-12-22,7:58,morning,"TB, VM",cropland
860,1381,G42.3,Booted warbler,25.50m,1,221,18.39283702,74.237845,703,G42,12-12-22,7:58,morning,"TB, VM",cropland
861,1382,G42.3,Red vented bulbul,50.100m,2,221,18.39283702,74.237845,703,G42,12-12-22,7:58,morning,"TB, VM",cropland
862,1383,G42.4,Jungle babbler,10.25m,8,222,18.38974301,74.24075,695,G42,12-12-22,8:23,morning,"TB, VM",cropland
863,1384,G42.4,Jungle babbler,25.50m,2,222,18.38974301,74.24075,695,G42,12-12-22,8:23,morning,"TB, VM",cropland
864,1385,G42.4,Rosy starling,25.50m,1,222,18.38974301,74.24075,695,G42,12-12-22,8:23,morning,"TB, VM",cropland
865,1386,G42.4,Brahminy starling,25.50m,4,222,18.38974301,74.24075,695,G42,12-12-22,8:23,morning,"TB, VM",cropland
866,1387,G42.4,Pond heron,10.25m,1,222,18.38974301,74.24075,695,G42,12-12-22,8:23,morning,"TB, VM",cropland
867,1388,G42.4,Black drongo,10.25m,1,222,18.38974301,74.24075,695,G42,12-12-22,8:23,morning,"TB, VM",cropland
868,1389,G42.4,Red vented bulbul,50.100m,1,222,18.38974301,74.24075,695,G42,12-12-22,8:23,morning,"TB, VM",cropland
869,1390,G42.4,Rose ringed parakeet,50.100m,1,222,18.38974301,74.24075,695,G42,12-12-22,8:23,morning,"TB, VM",cropland
870,1391,G42.4,Plum headed parakeet,50.100m,1,222,18.38974301,74.24075,695,G42,12-12-22,8:23,morning,"TB, VM",cropland
871,1392,G42.5,Siberian stonechat,10.25m,1,223,18.39333333,74.25027778,710,G42,12-12-22,8:47,morning,"TB, VM",cropland
872,1393,G42.5,Jungle babbler,5.10m,3,223,18.39333333,74.25027778,710,G42,12-12-22,8:47,morning,"TB, VM",cropland
873,1394,G42.5,Green bee eater,50.100m,1,223,18.39333333,74.25027778,710,G42,12-12-22,8:47,morning,"TB, VM",cropland
874,1395,G42.5,Baya weaver,50.100m,6,223,18.39333333,74.25027778,710,G42,12-12-22,8:47,morning,"TB, VM",cropland
875,1396,G42.5,Brahminy starling,25.50m,1,223,18.39333333,74.25027778,710,G42,12-12-22,8:47,morning,"TB, VM",cropland
876,1397,G42.6,Jungle babbler,25.50m,4,224,18.4025,74.24527778,710,G42,12-12-22,9:05,morning,"TB, VM",mixed
877,1398,G42.6,Black drongo,50.100m,1,224,18.4025,74.24527778,710,G42,12-12-22,9:05,morning,"TB, VM",mixed
878,1399,G42.6,Rosy starling,25.50m,9,224,18.4025,74.24527778,710,G42,12-12-22,9:05,morning,"TB, VM",mixed
879,1400,G42.6,Grey babbler,25.50m,1,224,18.4025,74.24527778,710,G42,12-12-22,9:05,morning,"TB, VM",mixed
880,1401,G42.6,Red vented bulbul,50.100m,2,224,18.4025,74.24527778,710,G42,12-12-22,9:05,morning,"TB, VM",mixed
881,1402,G42.6,Indian roller,50.100m,1,224,18.4025,74.24527778,710,G42,12-12-22,9:05,morning,"TB, VM",mixed
882,1403,G42.6,Laughing dove,25.50m,2,224,18.4025,74.24527778,710,G42,12-12-22,9:05,morning,"TB, VM",mixed
883,1404,G42.6,Baya weaver,50.100m,1,224,18.4025,74.24527778,710,G42,12-12-22,9:05,morning,"TB, VM",mixed
884,1405,G42.6,Red avadavat,50.100m,15,224,18.4025,74.24527778,710,G42,12-12-22,9:05,morning,"TB, VM",mixed
885,1406,G42.7,Long tailed shrike,25.50m,1,225,18.40527778,74.24611111,730,G42,12-12-22,9:27,morning,"TB, VM",mixed
886,1407,G42.7,Syke's lark,10.25m,3,225,18.40527778,74.24611111,730,G42,12-12-22,9:27,morning,"TB, VM",mixed
887,1408,G42.8,Indian robin,25.50m,1,226,18.40583333,74.25027778,720,G42,12-12-22,9:47,morning,"TB, VM",mixed
888,1409,G42.8,Purple sunbird,10.25m,1,226,18.40583333,74.25027778,720,G42,12-12-22,9:47,morning,"TB, VM",mixed
889,1410,G42.8,Brahminy starling,25.50m,1,226,18.40583333,74.25027778,720,G42,12-12-22,9:47,morning,"TB, VM",mixed
890,1411,G42.9,Yellow wagtail,10.25m,1,227,18.405,74.25583333,720,G42,12-12-22,10:03,morning,"TB, VM",cropland
891,1412,G42.9,Black drongo,50.100m,1,227,18.405,74.25583333,720,G42,12-12-22,10:03,morning,"TB, VM",cropland
892,1413,G42.9,Red wattled lapwing,25.50m,1,227,18.405,74.25583333,720,G42,12-12-22,10:03,morning,"TB, VM",cropland
893,1414,G42.9,Red wattled lapwing,50.100m,3,227,18.405,74.25583333,720,G42,12-12-22,10:03,morning,"TB, VM",cropland
894,1415,G42.9,Indian robin,25.50m,1,227,18.405,74.25583333,720,G42,12-12-22,10:03,morning,"TB, VM",cropland
895,1416,G42.9,Laughing dove,25.50m,1,227,18.405,74.25583333,720,G42,12-12-22,10:03,morning,"TB, VM",cropland
896,1417,G42.10,Green bee eater,25.50m,1,228,18.40722222,74.26083333,720,G42,12-12-22,10:22,morning,"TB, VM",cropland
897,1418,G42.10,Red vented bulbul,25.50m,1,228,18.40722222,74.26083333,720,G42,12-12-22,10:22,morning,"TB, VM",cropland
898,1419,G42.10,Grey babbler,50.100m,2,228,18.40722222,74.26083333,720,G42,12-12-22,10:22,morning,"TB, VM",cropland
899,1420,G42.10,Long tailed shrike,50.100m,2,228,18.40722222,74.26083333,720,G42,12-12-22,10:22,morning,"TB, VM",cropland
900,491,G22.1,Jungle babbler,25.50m,9,80,18.38774803,74.11716999,775.374817,G22,21-12-22,16:50,evening,"VM, AL",cropland
901,492,G22.1,Jungle babbler,50.100m,15,80,18.38774803,74.11716999,775.374817,G22,21-12-22,16:50,evening,"VM, AL",cropland
902,493,G22.1,Jungle prinia,25.50m,1,80,18.38774803,74.11716999,775.374817,G22,21-12-22,16:50,evening,"VM, AL",cropland
903,494,G22.1,Long tailed shrike,50.100m,1,80,18.38774803,74.11716999,775.374817,G22,21-12-22,16:50,evening,"VM, AL",cropland
904,495,G22.1,Long tailed shrike,100.200m,1,80,18.38774803,74.11716999,775.374817,G22,21-12-22,16:50,evening,"VM, AL",cropland
905,496,G22.1,Red vented bulbul,25.50m,1,80,18.38774803,74.11716999,775.374817,G22,21-12-22,16:50,evening,"VM, AL",cropland
906,497,G22.1,Blyth's reed warbler,25.50m,1,80,18.38774803,74.11716999,775.374817,G22,21-12-22,16:50,evening,"VM, AL",cropland
907,498,G22.2,Grey babbler,50.100m,1,81,18.39205801,74.12021404,776.879883,G22,21-12-22,16:15,evening,"VM, AL",cropland
908,499,G22.2,Red vented bulbul,25.50m,1,81,18.39205801,74.12021404,776.879883,G22,21-12-22,16:15,evening,"VM, AL",cropland
909,500,G22.2,Red vented bulbul,50.100m,1,81,18.39205801,74.12021404,776.879883,G22,21-12-22,16:15,evening,"VM, AL",cropland
910,490,G13.8,Crested treeswift,25.50m,2,79,18.2877661,74.0271701,NA,G13,21-12-22,9:58,morning,"KK, SM",grass
911,617,G27.1,Long tailed shrike,25.50m,2,97,18.39227702,74.12317797,765.45697,G27,21-12-22,15:47,evening,"KK, SM",mixed
912,618,G27.1,Red vented bulbul,25.50m,2,97,18.39227702,74.12317797,765.45697,G27,21-12-22,15:47,evening,"KK, SM",mixed
913,619,G27.1,Common myna,50.100m,1,97,18.39227702,74.12317797,765.45697,G27,21-12-22,15:47,evening,"KK, SM",mixed
914,620,G27.1,Indian robin,10.25m,1,97,18.39227702,74.12317797,765.45697,G27,21-12-22,15:47,evening,"KK, SM",mixed
915,621,G27.1,Brahminy starling,25.50m,1,97,18.39227702,74.12317797,765.45697,G27,21-12-22,15:47,evening,"KK, SM",mixed
916,622,G27.1,Red wattled lapwing,25.50m,1,97,18.39227702,74.12317797,765.45697,G27,21-12-22,15:47,evening,"KK, SM",mixed
917,623,G27.2,Red vented bulbul,10.25m,5,98,18.39346801,74.12867901,758.011047,G27,21-12-22,16:05,evening,"KK, SM",cropland
918,624,G27.2,Wire tailed swallow,25.50m,1,98,18.39346801,74.12867901,758.011047,G27,21-12-22,16:05,evening,"KK, SM",cropland
919,625,G27.2,Green bee eater,50.100m,1,98,18.39346801,74.12867901,758.011047,G27,21-12-22,16:05,evening,"KK, SM",cropland
920,626,G27.2,Laughing dove,50.100m,1,98,18.39346801,74.12867901,758.011047,G27,21-12-22,16:05,evening,"KK, SM",cropland
921,627,G27.2,Wooly necked stork,25.50m,2,98,18.39346801,74.12867901,758.011047,G27,21-12-22,16:05,evening,"KK, SM",cropland
